UMLS_CUI,Preferred_Term,MS_flag,FAERS_flag,MPRINT_flag
C1948374,fluticasone furoate,1,1,0
C0117996,fluticasone propionate,1,1,0
C0246203,fluvastatin sodium,1,1,0
C0700473,fluvoxamine maleate,1,1,0
C0991510,Foam,1,0,0
C0016410,folic acid,1,1,0
C0733758,follicle stimulating hormone,1,0,0
C1268876,follitropin alfa,1,1,0
C0060787,follitropin beta,1,1,0
C1099664,fondaparinux sodium,1,1,0
C0016564,formaldehyde,1,0,0
C0771469,formoterol fumarate,1,1,0
C0060657,formoterol,1,1,0
C2315887,fosaprepitant dimeglumine,1,1,0
C0146934,foscarnet sodium,1,1,0
C0543454,fosfomycin tromethamine,1,1,0
C0733440,fosinopril sodium,1,0,0
C0284906,fosphenytoin sodium,1,1,0
C2713632,fostamatinib,1,1,0
C4723538,fremanezumab-vfrm,1,0,0
C1099777,frovatriptan succinate,1,0,0
C0935916,fulvestrant,1,1,0
C0016860,furosemide,1,1,0
C0060926,gabapentin,1,1,0
C2700226,gabapentin enacarbil,1,1,0
C0949312,galantamine hydrobromide,1,0,0
C4731561,galcanezumab-gnlm,1,0,0
C0016980,gallium,1,0,0
C1615657,galsulfase,1,0,0
C0016904,gamma-aminobutyric acid,1,0,0
C0537150,ganaxolone,1,1,0
C0017066,ganciclovir,1,1,0
C0282399,ganciclovir sodium,1,1,0
C0872894,ganirelix acetate,1,0,0
C0753645,gatifloxacin,1,1,0
C1122962,gefitinib,1,1,0
C0017243,Gel,1,1,0
C0017237,gelatin,1,1,0
C0017245,gemfibrozil,1,1,0
C0546866,gentamicin sulfate,1,1,0
C3854019,gentamicin,1,1,0
C0017440,gentian violet,1,1,0
C3896940,gilteritinib,1,1,0
C3154166,Gingera,1,0,0
C4688584,givosiran,1,0,0
C0289884,glatiramer acetate,1,1,0
C4519536,glecaprevir,1,1,0
C0061323,glimepiride,1,1,0
C0017642,glipizide,1,1,0
C0017687,glucagon,1,1,0
C0795614,glucagon hydrochloride,1,0,0
C0017725,glucose,1,1,0
C0017797,glutamine,1,1,0
C0017814,glutaral,1,0,0
C0017817,glutathione,1,1,0
C0017628,glyburide,1,1,0
C0017628,glyburide,1,1,0
C0720683,"glyburide, micronized",1,0,0
C0017861,glycerin,1,1,0
C3490329,glycerol phenylbutyrate,1,1,0
C0017890,glycine,1,1,0
C1533643,glycolic acid,1,1,0
C0017970,glycopyrrolate,1,1,0
C4719440,glycopyrronium tosylate,1,1,0
C2353893,golimumab,1,1,0
C5222004,golodirsen,1,1,0
C0700476,goserelin acetate,1,0,0
C0018165,gramicidin,1,1,0
C0061863,granisetron,1,1,0
C0543476,granisetron hydrochloride,1,1,0
C0458160,grape seed oil,1,0,0
C0018242,griseofulvin,1,1,0
C0720718,"griseofulvin, ultramicrocrystalline",1,0,0
C0018305,guaifenesin,1,1,0
C0700472,guanfacine hydrochloride,1,1,0
C3852217,guselkumab,1,1,0
C0875554,Haemophilus b conjugate vaccine (meningococcal protein conjugate) 0.5 ML Injection,1,0,0
C0018513,halcinonide,1,0,0
C0098735,halobetasol propionate,1,0,0
C0082787,halobetasol,1,1,0
C0018546,haloperidol,1,1,0
C0062103,haloperidol decanoate,1,1,0
C0720809,haloperidol lactate,1,1,0
C1654726,heme iron polypeptide,1,0,0
C0037513,heparin sodium,1,1,0
C0019134,heparin,1,1,0
C2355841,hepatitis A vaccine (inactivated) strain HM175,1,1,0
C3887833,hepatitis B vaccine (recombinant) adult 20 MCG in 1 ML Injection,1,1,0
C5563806,Hepatitis B (Recombinant) Vaccine Injection,1,0,0
C0019602,histidine,1,0,0
C2981337,histidine monohydrochloride,1,0,0
C0724597,histrelin acetate,1,0,0
C0770458,homatropine hydrobromide,1,1,0
C0062922,homatropine,1,1,0
C0021344,human papillomavirus,1,1,0
C0178695,hyaluronate,1,1,0
C0020196,hyaluronic acid,1,1,0
C0020197,hyaluronidase,1,1,0
C1720035,"hyaluronidase, human recombinant",1,1,0
C0282198,hydralazine hydrochloride,1,1,0
C0020259,hydrochloric acid,1,0,0
C0020261,hydrochlorothiazide,1,1,0
C0546868,hydrocodone bitartrate,1,1,0
C0020268,hydrocortisone,1,1,0
C0063077,hydrocortisone acetate,1,1,0
C0352536,hydrocortisone butyrate,1,1,0
C0063076,hydrocortisone probutate,1,0,0
C0770560,hydrocortisone sodium succinate,1,1,0
C0063079,hydrocortisone valerate,1,1,0
C0020281,hydrogen peroxide,1,1,0
C0700533,hydromorphone hydrochloride,1,1,0
C0020306,hydroquinone,1,0,0
C0020316,hydroxocobalamin,1,1,0
C4529725,hydroxocobalamin hydrochloride,1,0,0
C0596007,hydroxychloroquine sulfate,1,1,0
C0063131,hydroxyethyl cellulose,1,0,0
C4281713,hydroxypropyl cellulose,1,0,0
C0020402,hydroxyurea,1,1,0
C0600110,hydroxyzine hydrochloride,1,1,0
C0700539,hydroxyzine pamoate,1,1,0
C0063204,hylan,1,1,0
C0004261,hyoscyamine sulfate,1,0,0
C0020600,hypochlorous acid,1,0,0
C0063242,hypromellose,1,1,0
C0772244,ibandronate sodium,1,1,0
C5206403,ibrexafungerp,1,0,0
C3501358,ibrutinib,1,1,0
C0020740,ibuprofen,1,1,0
C0286722,icatibant acetate,1,1,0
C0020752,ichthammol,1,0,0
C0058978,icosapent ethyl,1,1,0
C0123163,idebenone,1,1,0
C1739462,idursulfase,1,1,0
C0247194,iloperidone,1,1,0
C0939537,imatinib mesylate,1,1,0
C0291140,imiglucerase,1,1,0
C0589978,imipramine hydrochloride,1,1,0
C0589978,imipramine hydrochloride,1,1,0
C0304368,imipramine pamoate,1,1,0
C0165032,imiquimod,1,1,0
C4734962,immune globulin intravenous (human) - ifas,1,1,0
C2930113,incobotulinumtoxinA,1,0,0
C2920417,indacaterol maleate,1,0,0
C0021186,indapamide,1,1,0
C0021234,indocyanine green,1,1,0
C0021246,indomethacin,1,1,0
C0021246,indomethacin,1,1,0
C0666743,infliximab,1,1,0
C4490035,infliximab-abda,1,0,0
C5222083,infliximab-axxq,1,0,0
C4238106,infliximab-dyyb,1,0,0
C2825682,ingenol mebutate,1,1,0
C0021547,inositol,1,0,0
C3491971,insulin degludec,1,1,0
C0537270,insulin detemir,1,1,0
C0907402,insulin glargine,1,1,0
C1313386,insulin glulisine,1,1,0
C0795633,"insulin isophane, human",1,0,0
C2929405,"insulin isophane / insulin, regular, human",1,0,0
C0977794,"insulin, human regular 100 UNT/ML Injectable Solution",1,1,0
C0293359,insulin lispro,1,1,0
C0021735,interferon alfa-2b,1,1,0
C0254119,interferon beta-1a,1,1,0
C0244713,interferon beta-1b,1,1,0
C0021741,interferon gamma-1b,1,1,0
C0021936,inulin,1,0,0
C0770199,calcium iodide,1,1,0
C0012341,iodoquinol,1,0,0
C0022005,iohexol,1,1,0
C0022026,iopamidol,1,1,0
C0700580,ipratropium bromide,1,1,0
C0288171,irbesartan,1,1,0
C0594375,irinotecan hydrochloride,1,1,0
C0302583,iron,1,1,0
C0722705,iron polysaccharide,1,0,0
C0060241,iron sucrose,1,1,0
C4018470,isavuconazonium sulfate,1,1,0
C0022154,isocarboxazid,1,0,0
C0022192,isoleucine,1,1,0
C0355634,isometheptene mucate,1,0,0
C0022209,isoniazid,1,1,0
C0022237,isopropyl alcohol,1,1,0
C0022252,isosorbide dinitrate,1,1,0
C0064079,isosorbide mononitrate,1,1,0
C0022265,isotretinoin,1,1,0
C0071304,isradipine,1,1,0
C0673470,istradefylline,1,1,0
C0064113,itraconazole,1,1,0
C0257190,ivabradine,1,1,0
C3264621,ivacaftor,1,1,0
C0022322,ivermectin,1,1,0
C3489764,ixekizumab,1,1,0
C0700540,kanamycin sulfate,1,1,0
C0022516,karaya gum,1,0,0
C0700541,ketamine hydrochloride,1,1,0
C0022625,ketoconazole,1,1,0
C0022635,ketoprofen,1,1,0
C0064326,ketorolac tromethamine,1,1,0
C0043443,ketotifen fumarate,1,1,0
C2939773,L-methylfolate,1,0,0
C2939773,levomefolate,1,0,0
C0699440,labetalol hydrochloride,1,1,0
C0893761,lacosamide,1,1,0
C0083183,lactase,1,0,0
C0064582,lactic acid,1,0,0
C0022939,Lactobacillus acidophilus,1,1,0
C0317625,Lactobacillus reuteri,1,0,0
C5443862,Lactobacillus rhamnosus GG,1,0,0
C1877990,Lactobacillus acidophilus 70 Million Cells / Lactobacillus sporogenes 50 Million Cells Oral Tablet,1,0,0
C0022949,lactose,1,0,0
C0022957,lactulose,1,1,0
C0209738,lamivudine,1,1,0
C0064636,lamotrigine,1,1,0
C4723206,lanadelumab-flyo,1,0,0
C0023024,lanolin,1,1,0
C0771414,lanreotide acetate,1,1,0
C0050940,lansoprazole,1,1,0
C0768119,lanthanum carbonate,1,1,0
C1504917,lapatinib ditosylate,1,0,0
C1302054,laronidase,1,1,0
C4524315,larotrectinib,1,1,0
C4519199,lasmiditan,1,0,0
C0090306,latanoprost,1,1,0
C4279599,latanoprostene bunod,1,0,0
C0031617,lecithin,1,1,0
C3851350,ledipasvir,1,1,0
C0063041,leflunomide,1,1,0
C4519269,lemborexant,1,1,0
C1144149,lenalidomide,1,1,0
C2986924,lenvatinib,1,1,0
C3852938,letermovir,1,1,0
C0246421,letrozole,1,1,0
C0023401,leucine,1,0,0
C0731033,leucovorin calcium,1,1,0
C0700596,leuprolide acetate,1,1,0
C0085272,leuprolide,1,1,0
C0772502,levalbuterol hydrochloride,1,1,0
C1576818,levalbuterol tartrate,1,1,0
C0377265,levetiracetam,1,1,0
C0733365,levobunolol hydrochloride,1,0,0
C0087163,levocarnitine,1,1,0
C2927611,levocarnitine hydrochloride,1,1,0
C1321643,levocetirizine dihydrochloride,1,1,0
C0023570,levodopa,1,1,0
C0282386,levofloxacin,1,1,0
C2828271,levomefolate calcium,1,1,0
C3663521,levomilnacipran hydrochloride,1,0,0
C0023566,levonorgestrel,1,1,0
C0596008,levorphanol tartrate,1,0,0
C0079691,levothyroxine sodium,1,1,0
C0023660,lidocaine,1,1,0
C0309401,lidocaine hydrochloride Injection,1,1,0
C3713860,lifitegrast,1,0,0
C2000261,linaclotide,1,1,0
C2746078,linagliptin,1,1,0
C0282219,lincomycin hydrochloride,1,1,0
C0005038,lindane,1,1,0
C0663241,linezolid,1,1,0
C0546882,liothyronine sodium,1,1,0
C0023764,lipase,1,0,0
C1697794,Liquid,1,1,0
C1456408,liraglutide,1,1,0
C1739826,lisdexamfetamine dimesylate,1,1,0
C0065374,lisinopril,1,1,0
C0085217,lithium carbonate,1,1,0
C0125997,lithium citrate,1,0,0
C0065148,lodoxamide tromethamine,1,0,0
C0065152,lofexidine,1,0,0
C0023972,lomustine,1,1,0
C1257385,lonafarnib,1,1,0
C5553578,lonapegsomatropin-tcgd,1,0,0
C0282221,loperamide hydrochloride,1,1,0
C0023992,loperamide,1,1,0
C0674432,lopinavir,1,1,0
C0065180,loratadine,1,1,0
C0024002,lorazepam,1,1,0
C2697942,lorcaserin hydrochloride,1,0,0
C4080091,lorlatinib,1,1,0
C0700492,losartan potassium,1,1,0
C0126177,loteprednol etabonate,1,1,0
C0772364,loteprednol,1,1,0
C4550692,lotilaner,1,0,0
C0544341,Lotion,1,0,0
C0024027,lovastatin,1,1,0
C0024057,loxapine succinate,1,1,0
C1684405,lubiprostone,1,1,0
C1956280,luliconazole,1,1,0
C5418443,lumasiran,1,0,0
C4305843,lumateperone,1,0,0
C2697950,lurasidone hydrochloride,1,1,0
C0024337,lysine,1,1,0
C0024340,lysine hydrochloride,1,0,0
C2986922,macimorelin,1,1,0
C2606556,macitentan,1,1,0
C0024453,mafenide acetate,1,0,0
C0024467,magnesium,1,1,0
C0024472,magnesium chloride,1,1,0
C0126774,magnesium citrate,1,1,0
C0126777,magnesium gluconate,1,0,0
C1509560,magnesium glycinate,1,0,0
C0024476,magnesium hydroxide,1,1,0
C0024477,magnesium oxide,1,1,0
C0024480,magnesium sulfate,1,1,0
C0024547,malathion,1,1,0
C0024730,mannitol,1,1,0
C0700455,maprotiline hydrochloride,1,0,0
C5418448,maralixibat,1,1,0
C1667052,maraviroc,1,1,0
C1508759,maribavir,1,1,0
C4742219,mavacamten,1,1,0
C2356371,"measles, mumps, and rubella virus vaccine live (generic for M-M-R II) 0.5 ML Injection",1,0,0
C2364510,"measles, mumps, rubella and varicella virus vaccine live 0.5 ML Injection",1,0,0
C0025023,mebendazole,1,1,0
C0304526,mecamylamine hydrochloride,1,0,0
C0904505,mecasermin,1,1,0
C0600266,mechlorethamine hydrochloride,1,0,0
C0282227,meclizine hydrochloride,1,1,0
C0025041,meclofenamate sodium,1,0,0
C0724624,medium chain triglycerides,1,1,0
C0065864,medroxyprogesterone acetate,1,1,0
C0025152,mefenamic acid,1,1,0
C0282398,mefloquine hydrochloride,1,1,0
C0065879,megestrol acetate,1,1,0
C0025219,melatonin,1,1,0
C0083381,meloxicam,1,1,0
C0771055,melphalan hydrochloride,1,1,0
C0025242,memantine,1,1,0
C0771988,memantine hydrochloride,1,1,0
C0982275,meningococcal polysaccharide vaccine group W-135,1,1,0
C3859491,meningococcal group B vaccine,1,1,0
C0025368,menthol,1,0,0
C0353148,meperidine hydrochloride,1,1,0
C0969324,mepolizumab,1,1,0
C0025386,meprobamate,1,0,0
C0000618,mercaptopurine,1,1,0
C0066005,meropenem,1,1,0
C0127615,mesalamine,1,1,0
C0127615,mesalamine,1,1,0
C0000294,mesna,1,1,0
C0025506,mestranol,1,0,0
C0025573,metaproterenol sulfate,1,0,0
C0163055,metaxalone,1,0,0
C0770893,metformin hydrochloride,1,1,0
C0025598,metformin,1,1,0
C0079829,methacholine chloride,1,0,0
C0721688,methadone hydrochloride,1,1,0
C0282233,methamphetamine hydrochloride,1,1,0
C0025631,methazolamide,1,1,0
C0066105,methenamine hippurate,1,0,0
C0609436,methenamine mandelate,1,0,0
C0025644,methimazole,1,1,0
C0025644,methimazole,1,1,0
C0025646,methionine,1,1,0
C0025659,methocarbamol,1,1,0
C0025677,methotrexate,1,1,0
C0949359,methotrexate sodium,1,1,0
C0025684,methoxsalen,1,1,0
C0141756,methscopolamine bromide,1,0,0
C0109002,methsuximide,1,1,0
C0109002,methsuximide,1,1,0
C0025729,methylcellulose,1,0,0
C0025741,methyldopa,1,1,0
C0025746,methylene blue,1,1,0
C0289432,methylergonovine maleate,1,1,0
C2343921,methylnaltrexone bromide,1,0,0
C0066415,methylparaben,1,0,0
C0025810,methylphenidate,1,1,0
C0700545,methylphenidate hydrochloride,1,1,0
C0025815,methylprednisolone,1,1,0
C0309470,methylprednisolone acetate Injection,1,1,0
C0700546,methylprednisolone sodium succinate,1,1,0
C0887128,metoclopramide hydrochloride,1,1,0
C0025854,metolazone,1,1,0
C0724633,metoprolol succinate,1,1,0
C0700548,metoprolol tartrate,1,1,0
C0961965,metreleptin,1,1,0
C0025872,metronidazole,1,1,0
C0353490,metronidazole benzoate,1,1,0
C0025876,metyrapone,1,1,0
C0886584,metyrosine,1,1,0
C0543459,mexiletine hydrochloride,1,1,0
C1576821,micafungin sodium,1,1,0
C0025942,miconazole,1,1,0
C0086620,miconazole nitrate,1,1,0
C0026056,midazolam,1,1,0
C0700457,midazolam hydrochloride,1,1,0
C0733394,midodrine hydrochloride,1,1,0
C0526371,midostaurin,1,1,0
C2698220,migalastat,1,0,0
C0066535,miglitol,1,1,0
C1321596,miglustat,1,1,0
C5577233,milk protein concentrate,1,0,0
C0066529,milnacipran hydrochloride,1,0,0
C1533126,milnacipran,1,1,0
C0600487,milrinone lactate,1,1,0
C0068006,miltefosine,1,1,0
C0026156,mineral oil,1,1,0
C0727050,"mineral oil, light",1,0,0
C0026186,minocycline hydrochloride,1,1,0
C0026196,minoxidil,1,1,0
C2983812,mirabegron,1,1,0
C0049506,mirtazapine,1,1,0
C0085174,misoprostol,1,1,0
C0771875,mite extract,1,0,0
C0026256,mitotane,1,1,0
C0066677,modafinil,1,1,0
C0282249,molindone hydrochloride,1,0,0
C5435024,molnupiravir,1,1,0
C0066700,mometasone furoate,1,1,0
C0360564,mometasone,1,1,0
C0590695,Monit,1,0,0
C0380447,montelukast sodium,1,1,0
C0066814,morphine sulfate,1,1,0
C2701657,mountain cedar pollen extract,1,0,0
C0026647,Mouthwash,1,0,0
C0754517,moxifloxacin hydrochloride,1,1,0
C0085259,mupirocin,1,1,0
C0724641,mupirocin calcium,1,0,0
C0209368,mycophenolate mofetil,1,1,0
C1337395,mycophenolate sodium,1,1,0
C0068333,nabilone,1,1,0
C0068334,nabumetone,1,1,0
C5827746,nadide phosphate monosodium,1,0,0
C0027302,nadolol,1,1,0
C0700477,nafarelin acetate,1,0,0
C0037531,nafcillin sodium,1,0,0
C0304594,naftifine hydrochloride,1,0,0
C3700399,naloxegol,1,1,0
C0700549,naloxone hydrochloride,1,1,0
C0027358,naloxone,1,1,0
C0027360,naltrexone,1,1,0
C0355800,naltrexone hydrochloride,1,0,0
C0282259,naphazoline hydrochloride,1,0,0
C0027373,naphazoline,1,1,0
C0027396,naproxen,1,1,0
C0546873,naproxen sodium,1,1,0
C0771993,naratriptan hydrochloride,1,1,0
C1172734,natalizumab,1,1,0
C0027444,natamycin,1,1,0
C0903898,nateglinide,1,1,0
C5423691,naxitamab-gqgk,1,0,0
C0772208,nebivolol hydrochloride,1,1,0
C0886658,nedocromil sodium,1,0,0
C0771310,nefazodone hydrochloride,1,0,0
C0886530,nelfinavir mesylate,1,1,0
C0027603,neomycin,1,1,0
C0027607,neomycin sulfate,1,1,0
C0027680,neostigmine methylsulfate,1,1,0
C0961209,nepafenac,1,0,0
C4535718,netarsudil,1,1,0
C0132326,nevirapine,1,1,0
C0027996,niacin,1,1,0
C0028027,niacinamide,1,1,0
C0770150,nicardipine hydrochloride,1,1,0
C0028040,nicotine,1,1,0
C0068722,nicotine polacrilex,1,1,0
C0028066,nifedipine,1,1,0
C0028073,nifurtimox,1,1,0
C4083099,nilotinib hydrochloride,1,0,0
C0028094,nimodipine,1,1,0
C2930789,nintedanib,1,1,0
C5545149,nirmatrelvir,1,1,0
C5827918,nirsevimab-alip,1,0,0
C0028116,nisoldipine,1,0,0
C0068788,nitazoxanide,1,1,0
C0173083,nitisinone,1,1,0
C0028156,nitrofurantoin,1,1,0
C0770666,"nitrofurantoin, macrocrystals",1,1,0
C0017887,nitroglycerin,1,1,0
C0017887,nitroglycerin,1,1,0
C3657270,nivolumab,1,1,0
C0085154,nizatidine,1,1,0
C0028356,norethindrone,1,1,0
C0068980,norethindrone acetate,1,1,0
C0700459,nortriptyline hydrochloride,1,1,0
C4301236,nusinersen,1,1,0
C0028741,nystatin,1,1,0
C1882138,ocrelizumab,1,1,0
C0724649,octreotide acetate,1,1,0
C5238052,odevixibat,1,1,0
C1832027,ofatumumab,1,1,0
C0028902,ofloxacin,1,1,0
C1947940,Oil,1,0,0
C0171023,olanzapine,1,1,0
C2316164,olaparib,1,1,0
C0069449,olive oil,1,0,0
C0386393,olmesartan medoxomil,1,1,0
C2934193,olodaterol,1,1,0
C0771892,olopatadine hydrochloride,1,1,0
C0353940,olsalazine sodium,1,0,0
C0062941,omacetaxine mepesuccinate,1,1,0
C2983838,omadacycline,1,1,0
C0966225,omalizumab,1,1,0
C4519135,omaveloxolone,1,1,0
C0015689,omega-3 fatty acids,1,1,0
C0028978,omeprazole,1,1,0
C0771765,omeprazole magnesium,1,1,0
C2719767,onabotulinumtoxinA,1,1,0
C5140521,onasemnogene abeparvovec-xioi,1,0,0
C0061851,ondansetron,1,1,0
C0700478,ondansetron hydrochloride,1,1,0
C0029112,opium,1,1,0
C1144403,oritavancin,1,1,0
C0076275,orlistat,1,1,0
C3256799,ornithine hydrochloride,1,0,0
C0029310,orphenadrine citrate,1,0,0
C0872908,oseltamivir phosphate,1,1,0
C4058811,osimertinib,1,1,0
C0037536,oxacillin sodium,1,1,0
C0029995,oxandrolone,1,1,0
C0069739,oxaprozin,1,0,0
C0029997,oxazepam,1,1,0
C0069751,oxcarbazepine,1,1,0
C0142160,oxiconazole nitrate,1,0,0
C0069805,oxybutynin,1,1,0
C0134394,oxybutynin chloride,1,1,0
C0030049,oxycodone,1,1,0
C0282274,oxycodone hydrochloride,1,1,0
C0357797,oxymetazoline hydrochloride,1,1,0
C0030072,oxymetholone,1,1,0
C0282275,oxymorphone hydrochloride,1,0,0
C0030095,oxytocin,1,1,0
C4278675,ozanimod,1,1,0
C2983945,ozenoxacin,1,0,0
C0144576,paclitaxel,1,1,0
C3853822,palbociclib,1,1,0
C0677829,palifermin,1,0,0
C0753678,paliperidone,1,1,0
C2719626,paliperidone palmitate,1,1,0
C0672596,palivizumab,1,1,0
C1310734,palonosetron hydrochloride,1,1,0
C0356588,pamidronate disodium,1,1,0
C1998098,panobinostat,1,1,0
C0795650,pantoprazole sodium,1,1,0
C0030415,paraffin,1,1,0
C0030520,parathyroid hormone,1,1,0
C0070108,paregoric,1,0,0
C0249582,paricalcitol,1,0,0
C0205881,paromomycin sulfate,1,0,0
C0771019,paroxetine hydrochloride,1,1,0
C1365510,paroxetine mesylate,1,1,0
C4045522,patiromer,1,0,0
C1882305,pazopanib hydrochloride,1,1,0
C5234516,peanut (Arachis hypogaea) allergen-dnfp,1,0,0
C0052300,peanut oil,1,0,0
C0070203,pectin,1,0,0
C0032478,PEG-400,1,1,0
C3267318,PEG-6 cocamide,1,0,0
C0071568,pegaspargase,1,1,0
C1136535,pegfilgrastim,1,1,0
C5389885,pegfilgrastim-apgf,1,0,0
C5211091,pegfilgrastim-bmez,1,0,0
C4735048,pegfilgrastim-cbqv,1,0,0
C4703816,pegfilgrastim-jmdb,1,0,0
C5673552,pegfilgrastim-pbbk,1,0,0
C0391001,peginterferon alfa-2a,1,1,0
C0796545,peginterferon alfa-2b,1,1,0
C3848580,peginterferon beta-1a,1,0,0
C4694429,pegvaliase-pqpz,1,0,0
C0913469,pegvisomant,1,1,0
C3658706,pembrolizumab,1,1,0
C0164815,penciclovir,1,0,0
C0030817,penicillamine,1,1,0
C0030829,penicillin G benzathine,1,1,0
C0030827,penicillin G,1,1,0
C0030827,penicillin G,1,1,0
C0700462,penicillin G potassium,1,1,0
C0030830,penicillin G procaine,1,1,0
C0037540,penicillin G sodium,1,1,0
C0700553,penicillin V potassium,1,1,0
C0030864,pentamidine isethionate,1,1,0
C0524684,pentosan polysulfate sodium,1,0,0
C0030899,pentoxifylline,1,1,0
C0070325,peppermint oil,1,0,0
C2698764,perampanel,1,1,0
C0766224,perfluorohexyloctane,1,0,0
C0244718,perindopril erbumine,1,1,0
C2701762,Periplaneta americana allergenic extract,1,0,0
C0070455,permethrin,1,1,0
C0031184,perphenazine,1,1,0
C0031262,petrolatum,1,1,0
C0722570,Petrola,1,0,0
C4287804,pexidartinib,1,1,0
C0700555,phenazopyridine hydrochloride,1,0,0
C0148932,phendimetrazine tartrate,1,0,0
C0031393,phenelzine sulfate,1,0,0
C0031408,pheniramine,1,1,0
C0031412,phenobarbital,1,1,0
C0282303,phenobarbital sodium,1,1,0
C0070570,phenol,1,1,0
C0242430,phenoxybenzamine hydrochloride,1,0,0
C0282304,phentermine hydrochloride,1,1,0
C0031470,phenylephrine hydrochloride,1,1,0
C0031507,phenytoin,1,1,0
C0031700,phosphoric acid,1,0,0
C0031705,phosphorus,1,1,0
C0031862,phytonadione,1,1,0
C0031862,phytonadione,1,1,0
C0031862,phytonadione,1,1,0
C0770456,pilocarpine hydrochloride,1,1,0
C1099414,pimecrolimus,1,1,0
C0031935,pimozide,1,1,0
C0031937,pindolol,1,0,0
C0872972,pioglitazone hydrochloride,1,1,0
C0031955,piperacillin,1,1,0
C0031962,piperonyl butoxide,1,1,0
C0031977,piracetam,1,1,0
C0298067,pirfenidone,1,1,0
C0031990,piroxicam,1,1,0
C1101838,pitavastatin,1,0,0
C3529928,pitolisant,1,1,0
C1696465,placebo,1,1,0
C3711911,plecanatide,1,0,0
C1955474,plerixafor,1,1,0
C3887855,Pneumovax 23 (Pneumococcal vaccine polyvalent) 0.5 ML Injection,1,1,0
C0032334,podofilox,1,0,0
C0032333,podophyllum resin,1,0,0
C2242158,"poliovirus vaccine inactivated, type 2 (MEF-1)",1,0,0
C0600615,poloxamer,1,0,0
C0600614,poloxamer 407,1,0,0
C0030773,polyethylene glycol 1000,1,1,0
C0788658,polyethylene glycol 1450,1,0,0
C0724672,polyethylene glycol 3350,1,1,0
C0032483,polyethylene oxide,1,1,0
C0032483,polyethylene oxide,1,1,0
C0001714,polymyxin B sulfate,1,1,0
C0032600,polysorbate 20,1,0,0
C0032601,polysorbate 80,1,0,0
C0032623,polyvinyl alcohol,1,1,0
C2347624,pomalidomide,1,1,0
C2981174,ponatinib hydrochloride,1,0,0
C0936148,posaconazole,1,1,0
C0137984,potassium acetate,1,1,0
C0071751,potassium bicarbonate,1,0,0
C0071754,potassium bromide,1,1,0
C0032825,potassium chloride,1,1,0
C0137996,potassium citrate,1,1,0
C0071767,potassium hydroxide,1,0,0
C0032831,potassium iodide,1,1,0
C0071778,potassium phosphate,1,1,0
C0126785,"magnesium phosphate, monobasic",1,1,0
C0032841,potassium sorbate,1,0,0
C0032856,povidone,1,1,0
C0032861,Powder,1,0,0
C0772054,pramipexole dihydrochloride,1,1,0
C1174779,pramlintide acetate,1,0,0
C0147008,pramoxine hydrochloride,1,0,0
C1528685,Pramox,1,0,0
C0011185,prasterone,1,0,0
C2683417,prasugrel hydrochloride,1,1,0
C0700474,pravastatin sodium,1,1,0
C0032911,praziquantel,1,1,0
C0700578,prazosin hydrochloride,1,1,0
C0071836,prednicarbate,1,1,0
C0032950,prednisolone,1,1,0
C0071839,prednisolone acetate,1,1,0
C0722742,Prednisol,1,1,0
C0138273,prednisolone sodium phosphate,1,1,0
C0032952,prednisone,1,1,0
C0657912,pregabalin,1,1,0
C0373704,pregnenolone,1,0,0
C0008846,prilocaine hydrochloride,1,0,0
C0033128,primaquine phosphate,1,1,0
C0033148,primidone,1,1,0
C0033209,probenecid,1,1,0
C0205909,procarbazine hydrochloride,1,1,0
C0033229,prochlorperazine,1,1,0
C0033230,prochlorperazine edisylate,1,1,0
C0033231,prochlorperazine maleate,1,1,0
C0033308,progesterone,1,1,0
C0873071,"progesterone, micronized",1,0,0
C0893455,Progest,1,0,0
C0546876,promethazine hydrochloride,1,1,0
C0700465,propafenone hydrochloride,1,0,0
C0033448,propantheline bromide,1,0,0
C0740235,proparacaine hydrochloride,1,1,0
C0033487,propofol,1,1,0
C0282321,propranolol hydrochloride,1,1,0
C0072225,propylene glycol,1,0,0
C0033511,propylthiouracil,1,1,0
C0700557,protriptyline hydrochloride,1,0,0
C0913506,prucalopride,1,1,0
C0304430,pseudoephedrine hydrochloride,1,1,0
C0033979,psyllium,1,0,0
C0353946,psyllium husk,1,0,0
C0034237,pyrantel pamoate,1,0,0
C0034239,pyrazinamide,1,1,0
C0034262,pyridostigmine bromide,1,1,0
C0034266,pyridoxal phosphate,1,1,0
C0034272,pyridoxine,1,1,0
C0282330,pyrilamine maleate,1,0,0
C0034283,pyrimethamine,1,1,0
C0072735,pyrithione,1,0,0
C0072802,pyruvic acid,1,0,0
C0724680,quetiapine fumarate,1,1,0
C0770920,quinapril hydrochloride,1,0,0
C0072869,quinidine gluconate,1,0,0
C0034415,quinidine sulfate,1,0,0
C0034422,quinine sulfate,1,1,0
C0732569,rabeprazole sodium,1,1,0
C0301503,"rabies immune globulin, human",1,1,0
C0982139,racepinephrine hydrochloride,1,1,0
C0618111,raloxifene hydrochloride,1,0,0
C1966407,raltegravir potassium,1,1,0
C1565316,ramelteon,1,1,0
C0072973,ramipril,1,1,0
C0700466,ranitidine hydrochloride,1,1,0
C0073633,ranolazine,1,1,0
C0525678,rasagiline,1,1,0
C4745432,ravulizumab-cwvz,1,0,0
C2980094,regorafenib,1,1,0
