cui,rxnorm_tty,rxnorm_name,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name,unique_pub_count,drug,agegroup,freq,rule
C0041175,IN,tromethamine,B05BB03,trometamol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BB,Solutions affecting the electrolyte balance,B05BB03,trometamol,60,Ketorolac Tromethamine,0-2,78.5,fuzzy_base:100.0
C0041175,IN,tromethamine,B05BB03,trometamol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BB,Solutions affecting the electrolyte balance,B05BB03,trometamol,60,Fosfomycin Tromethamine,11-17,90.0,fuzzy_base:100.0
C0041175,IN,tromethamine,B05BB03,trometamol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BB,Solutions affecting the electrolyte balance,B05BB03,trometamol,60,Ketorolac Tromethamine,11-17,23571.0,fuzzy_base:100.0
C0041175,IN,tromethamine,B05BB03,trometamol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BB,Solutions affecting the electrolyte balance,B05BB03,trometamol,60,Fosfomycin Tromethamine,3-10,24.5,fuzzy_base:100.0
C0041175,IN,tromethamine,B05BB03,trometamol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BB,Solutions affecting the electrolyte balance,B05BB03,trometamol,60,Ketorolac Tromethamine,3-10,1694.5,fuzzy_base:100.0
C0024730,IN,mannitol,B05BC01,mannitol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC01,mannitol,687,Mannitol,0-2,0.0,exact_full
C0024730,IN,mannitol,B05BC01,mannitol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC01,mannitol,687,Mannitol/Sorbitol,0-2,0.0,ingredient:mannitol
C0024730,IN,mannitol,B05BC01,mannitol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC01,mannitol,687,Mannitol,11-17,24.0,exact_full
C0024730,IN,mannitol,B05BC01,mannitol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC01,mannitol,687,Mannitol/Sorbitol,11-17,0.3333333333333333,ingredient:mannitol
C0024730,IN,mannitol,B05BC01,mannitol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC01,mannitol,687,Mannitol,3-10,0.4,exact_full
C0024730,IN,mannitol,B05BC01,mannitol,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC01,mannitol,687,Mannitol/Sorbitol,3-10,0.6666666666666666,ingredient:mannitol
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Hyaluronate Sodium/Urea,0-2,0.0,ingredient:urea
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Lactic Acid/Urea,0-2,0.0,ingredient:urea
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Urea,0-2,43.5,exact_full
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Urea;Cleanser and Moisturizer,0-2,0.0,fuzzy_base:100.0
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Hyaluronate Sodium/Urea,11-17,1.0,ingredient:urea
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Lactic Acid/Urea,11-17,0.6666666666666666,ingredient:urea
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Urea,11-17,1538.0,exact_full
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Urea;Cleanser and Moisturizer,11-17,42.0,fuzzy_base:100.0
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Hyaluronate Sodium/Urea,3-10,0.0,ingredient:urea
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Lactic Acid/Urea,3-10,0.0,ingredient:urea
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Urea,3-10,370.5,exact_full
C0041942,IN,urea,B05BC02,carbamide,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05B,"IV solutions used in parenteral administration of fluids, electrolytes and nutrients",B05BC,Solutions producing osmotic diuresis,B05BC02,carbamide,10,Urea;Cleanser and Moisturizer,3-10,10.5,fuzzy_base:100.0
C0008196,IN,chlorhexidine,B05CA02,chlorhexidine,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA02,chlorhexidine,773,Chlorhexidine Gluconate,0-2,259.25,exact_base
C0008196,IN,chlorhexidine,B05CA02,chlorhexidine,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA02,chlorhexidine,773,Chlorhexidine Gluconate,11-17,33659.5,exact_base
C0008196,IN,chlorhexidine,B05CA02,chlorhexidine,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA02,chlorhexidine,773,Chlorhexidine Gluconate,3-10,3355.125,exact_base
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Bacitracin Zinc/Neomycin/Polymyxin B Sulfate,0-2,33.55555555555556,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Dexamethasone/Neomycin Sulfate/Polymyxin B Sulfate,0-2,823.8,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Fluocinolone Acetonide/Neomycin Sulfate,0-2,12.538461538461538,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,0-2,63.2,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Neomycin Sulfate,0-2,5.222222222222222,exact_base
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,"Neomycin Sulfate, Micronized",0-2,0.0,exact_base
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Neomycin Sulfate/Polymyxin B Sulfate,0-2,2.0714285714285716,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Bacitracin Zinc/Neomycin/Polymyxin B Sulfate,11-17,28.833333333333332,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Dexamethasone/Neomycin Sulfate/Polymyxin B Sulfate,11-17,1882.72,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Fluocinolone Acetonide/Neomycin Sulfate,11-17,65.0,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,11-17,36.53333333333333,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Neomycin Sulfate,11-17,68.33333333333333,exact_base
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,"Neomycin Sulfate, Micronized",11-17,0.1111111111111111,exact_base
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Neomycin Sulfate/Polymyxin B Sulfate,11-17,24.857142857142858,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Bacitracin Zinc/Neomycin/Polymyxin B Sulfate,3-10,47.333333333333336,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Dexamethasone/Neomycin Sulfate/Polymyxin B Sulfate,3-10,1922.68,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Fluocinolone Acetonide/Neomycin Sulfate,3-10,50.07692307692308,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Gramicidin/Neomycin Sulfate/Polymyxin B Sulfate,3-10,78.86666666666666,ingredient:neomycin
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Neomycin Sulfate,3-10,26.666666666666668,exact_base
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,"Neomycin Sulfate, Micronized",3-10,0.0,exact_base
C0027603,IN,neomycin,B05CA09,neomycin,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CA,Antiinfective irrigating solutions,B05CA09,neomycin,246,Neomycin Sulfate/Polymyxin B Sulfate,3-10,20.785714285714285,ingredient:neomycin
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Aluminum Sulfate/Calcium Acetate,0-2,0.35714285714285715,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Ammonium Lactate,0-2,18.357142857142858,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Ammonium Lactate/Potassium Lactate/Sodium Lactate,0-2,0.017857142857142856,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Calcium,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Calcium/Chloride/Magnesium,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Calcium/Magnesium,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Calcium/Sodium,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Calcium/Zinc,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Chloride/Potassium/Sodium,0-2,0.017857142857142856,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Magnesium,0-2,0.14285714285714285,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Magnesium Citrate,0-2,3.3333333333333335,exact_full
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Magnesium Sulfate/Potassium Sulfate/Sodium Sulfate,0-2,0.125,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Phosphate/Sodium,0-2,0.03571428571428571,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Potassium Bicarbonate/Potassium Chloride,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Potassium Bicarbonate/Potassium Citrate,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Potassium Phosphate,0-2,0.7857142857142857,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Sodium Bicarbonate/Sodium Chloride,0-2,0.017857142857142856,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Sodium Succinate,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Zinc,0-2,0.0,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Aluminum Sulfate/Calcium Acetate,11-17,0.07142857142857142,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Ammonium Lactate,11-17,267.64285714285717,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Ammonium Lactate/Potassium Lactate/Sodium Lactate,11-17,0.017857142857142856,exact_base
C0126774,IN,magnesium citrate,B05CB03,magnesium citrate,B,BLOOD AND BLOOD FORMING ORGAN DRUGS,B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,B05C,"IRRIGATING SOLUTIONS, BLOOD SUBSTITUTES AND PERFUSION",B05CB,Salt irrigating solutions,B05CB03,magnesium citrate,26,Calcium,11-17,1.2321428571428572,exact_base
