cui,rxnorm_tty,rxnorm_name,drug_display,agegroup,freq,unique_pub_count,atc_code,atc_name,L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,L5_code,L5_name
C0008318,IN,cholecalciferol,Cholecalciferol,0-2,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,0-2,14.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,0-2,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,0-2,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,0-2,3.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,0-2,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,0-2,17580.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,1.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,2.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,397.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,1.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,10.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,13222.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,3.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,60.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,31.333333333333332,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,5.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,47.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,11-17,7.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,62.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,0.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,1990.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,5.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,43.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,2.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,1.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,6.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,15.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0008318,IN,cholecalciferol,Cholecalciferol,3-10,1448.0,1149,A11CC05,colecalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC05,colecalciferol
C0014695,IN,ergocalciferol,Ergocalciferol,0-2,239.0,183,A11CC01,ergocalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC01,ergocalciferol
C0014695,IN,ergocalciferol,Ergocalciferol,11-17,130149.0,183,A11CC01,ergocalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC01,ergocalciferol
C0014695,IN,ergocalciferol,Ergocalciferol,3-10,9190.0,183,A11CC01,ergocalciferol,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11C,"VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO",A11CC,Vitamin D and analogues,A11CC01,ergocalciferol
C0039840,IN,thiamine,Thiamine,0-2,43.0,948,A11DA01,thiamine (vit B1),A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",A11DA01,thiamine (vit B1)
C0039840,IN,thiamine,Thiamine,0-2,0.0,948,A11DA01,thiamine (vit B1),A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",A11DA01,thiamine (vit B1)
C0039840,IN,thiamine,Thiamine,11-17,69.0,948,A11DA01,thiamine (vit B1),A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",A11DA01,thiamine (vit B1)
C0039840,IN,thiamine,Thiamine,11-17,5.0,948,A11DA01,thiamine (vit B1),A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",A11DA01,thiamine (vit B1)
C0039840,IN,thiamine,Thiamine,3-10,55.0,948,A11DA01,thiamine (vit B1),A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",A11DA01,thiamine (vit B1)
C0039840,IN,thiamine,Thiamine,3-10,0.0,948,A11DA01,thiamine (vit B1),A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11D,"VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN B6 AND B12",A11DA,"Vitamin B1, plain",A11DA01,thiamine (vit B1)
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,30.666666666666668,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.875,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,11.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,2.6666666666666665,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,3066.3333333333335,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,0-2,42.42857142857143,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,69.33333333333333,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,0.3333333333333333,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,12.2,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,0.4545454545454545,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,1.8,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,0.1428571428571428,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,14.666666666666666,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,37.666666666666664,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,2.3333333333333335,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,1.6666666666666667,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,0.3333333333333333,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,5.222222222222222,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,11-17,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,34.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,6.4,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,11.333333333333334,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,2.3333333333333335,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.0,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.3333333333333333,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,263.44444444444446,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0003968,IN,ascorbic acid,Ascorbic Acid,3-10,0.7142857142857143,2171,A11GA01,ascorbic acid,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11G,"ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS",A11GA,"vitamin C products, plain",A11GA01,ascorbic acid
C0005575,IN,biotin,Biotin,0-2,19.0,772,A11HA05,biotin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS in ATC,A11HA,Other plain vitamin preparations in ATC,A11HA05,biotin
C0005575,IN,biotin,Biotin,0-2,0.0,772,A11HA05,biotin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS in ATC,A11HA,Other plain vitamin preparations in ATC,A11HA05,biotin
C0005575,IN,biotin,Biotin,0-2,0.0,772,A11HA05,biotin,A,ALIMENTARY TRACT AND METABOLISM DRUGS,A11,VITAMINS,A11H,OTHER PLAIN VITAMIN PREPARATIONS in ATC,A11HA,Other plain vitamin preparations in ATC,A11HA05,biotin
